,Sample,VLT
0,Cycle0_Bleach,0.8421623100055884
1,Cycle1_Dark,0.3105055104027282
2,Cycle19_Bleach,0.767359291215823
3,Cycle20_Dark,0.29864233265440865
4,Cycle39_Bleach,0.7690874586154799
5,Cycle40_Dark,0.2876031654230041
6,Cycle59_Bleach,0.7953414264790506
7,Cycle60_Dark,0.29672775889995
8,Cycle79_Bleach,0.8166208851290052
9,Cycle80_Dark,0.31433880630575606
10,Cycle99_Bleach,0.8101129845225062
11,Cycle100_Dark,0.31410409618950125
12,Cycle119_Bleach,0.7396146837537271
13,Cycle120_Dark,0.29657351383595826
14,Cycle139_Bleach,0.7345387080540889
15,Cycle140_Dark,0.29116819766516405
16,Cycle159_Bleach,0.7341137610823323
17,Cycle160_Dark,0.28649863317101615
18,Cycle179_Bleach,0.6888136442920354
19,Cycle180_Dark,0.2880640118850691
20,Cycle199_Bleach,0.6519684351883162
21,Cycle200_Dark,0.24781558616338953
